session_id,query_id,gold_page_id,gold_source_turn_id,old_base_rank,old_base_score,old_p2_rank,old_p2_score,new_base_rank,new_base_score,new_p2_rank,new_p2_score
S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,11,0.5142894387245178,7,0.5711592435836792,26,0.570078432559967,27,0.6219059228897095
S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,4,0.5138795971870422,6,0.6036669015884399,3,0.5652889013290405,18,0.6913830637931824
S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,0.42981383204460144,23,0.5550810694694519,34,0.43878957629203796,19,0.6881100535392761
S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,12,0.5011759400367737,12,0.5011759996414185,31,0.4885788857936859,31,0.4885788857936859
S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,37,0.4009626805782318,37,0.4009627103805542,27,0.44714492559432983,27,0.44714492559432983
S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,22,0.44993260502815247,22,0.44993263483047485,12,0.4910857379436493,12,0.4910857677459717
S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,25,0.39701777696609497,24,0.4596657454967499,8,0.5214570760726929,14,0.5932058691978455
S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,16,0.4209011197090149,9,0.5820356607437134,17,0.4884199798107147,3,0.7616161704063416
S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,36,0.3635977506637573,36,0.5231874585151672,27,0.45523011684417725,42,0.6122702360153198
S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,50,0.3734886050224304,50,0.37348854541778564,50,0.4049607217311859,50,0.4049607813358307
S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,8,0.4666304290294647,8,0.46663036942481995,30,0.4873475134372711,30,0.4873475432395935
S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,25,0.39264366030693054,31,0.42623037099838257,40,0.4487783908843994,45,0.49090006947517395
S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,14,0.42972472310066223,14,0.4297247529029846,17,0.48959627747535706,17,0.48959627747535706
S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,31,0.39131292700767517,31,0.3913128972053528,55,0.387302428483963,55,0.38730236887931824
S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,33,0.38522157073020935,33,0.38522157073020935,36,0.442605584859848,36,0.44260552525520325
S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,6,0.4341575503349304,4,0.4304228127002716,12,0.4617774784564972,10,0.4724564552307129
S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,39,0.34592118859291077,40,0.3276005983352661,5,0.5004290342330933,6,0.4984792470932007
S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,6,0.4145900309085846,6,0.41459009051322937,7,0.505316436290741,7,0.5053165555000305
S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,7,0.447327196598053,3,0.6059979200363159,5,0.5684854984283447,7,0.7805638909339905
S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,67,0.32590147852897644,70,0.4838414788246155,17,0.5252190232276917,25,0.7171580195426941
S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,26,0.41176116466522217,13,0.5801041126251221,14,0.5291762351989746,13,0.7453770041465759
S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,8,0.5034886598587036,8,0.5034887790679932,35,0.5328466296195984,35,0.5328466296195984
S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,70,0.4027944505214691,70,0.4027945399284363,24,0.5560060143470764,24,0.5560060143470764
S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,68,0.457669198513031,65,0.591045081615448,62,0.502763569355011,67,0.6583772897720337
S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,75,0.34470492601394653,77,0.46810898184776306,57,0.424339234828949,72,0.5710269808769226
S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,22,0.42815840244293213,49,0.5106473565101624,24,0.47233203053474426,40,0.6156359910964966
S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,27,0.4808177649974823,27,0.4808177947998047,7,0.6010959148406982,7,0.601095974445343
S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,4,0.5210728645324707,4,0.5210728645324707,12,0.5880247354507446,12,0.5880247950553894
S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,8,0.5104247331619263,8,0.510424792766571,18,0.5695289969444275,18,0.5695289969444275
S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,2,0.3488452732563019,2,0.34884530305862427,3,0.35459432005882263,3,0.354594349861145
S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,6,0.4478003680706024,6,0.5032122135162354,7,0.4449204206466675,7,0.5336010456085205
S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,0.626485288143158,1,0.6697134971618652,1,0.7008007168769836,1,0.8185358643531799
S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,0.5743756294250488,8,0.5841161012649536,8,0.5790011286735535,9,0.5821065306663513
S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,2,0.6311529874801636,3,0.6438204050064087,6,0.6254163384437561,7,0.6278790235519409
S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,0.5237041115760803,2,0.5726079940795898,4,0.5976467728614807,3,0.6660327911376953
S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,0.692194402217865,11,0.692194402217865,1,0.686462938785553,1,0.6864629983901978
S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,9,0.6558319330215454,2,0.700154185295105,3,0.6969768404960632,1,0.7653204798698425
S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,5,0.6664348244667053,5,0.6944718956947327,1,0.7065316438674927,2,0.7437272071838379
S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,22,0.5618359446525574,20,0.7142355442047119,20,0.44751229882240295,18,0.6245667338371277
S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,15,0.607856035232544,9,0.7604069709777832,5,0.5325113534927368,6,0.7236268520355225
S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,19,0.638894259929657,6,0.8024743795394897,4,0.644486129283905,2,0.8230721950531006
S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,2,0.5140451192855835,11,0.6472818851470947,20,0.4932114779949188,22,0.6495757699012756
S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,18,0.4629700183868408,19,0.6189760565757751,24,0.4821600317955017,27,0.6201374530792236
S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,6,0.4753205478191376,5,0.5476755499839783,21,0.5039803385734558,24,0.5804901123046875
S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,6,0.3509902358055115,5,0.5342302918434143,11,0.41411399841308594,13,0.6607887744903564
S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,0.2760118842124939,21,0.4840504825115204,8,0.4317299723625183,3,0.7144601345062256
S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,8,0.49345386028289795,8,0.4934537708759308,5,0.613001823425293,5,0.613001823425293
S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,0.28102946281433105,40,0.28102946281433105,37,0.32575517892837524,37,0.32575523853302
S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,14,0.36668768525123596,14,0.36668771505355835,26,0.37218958139419556,26,0.37218958139419556
S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,25,0.44328320026397705,38,0.4834826588630676,7,0.5360041856765747,16,0.5993174910545349
S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,17,0.453130841255188,12,0.6159033179283142,35,0.4852622151374817,19,0.7516751885414124
S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,38,0.4072052836418152,38,0.5637668371200562,18,0.5406513214111328,13,0.7644109725952148
S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,49,0.3857173025608063,49,0.46873435378074646,33,0.49887678027153015,35,0.6094316840171814
S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,38,0.40836551785469055,43,0.48429518938064575,43,0.4628635048866272,43,0.561525285243988
S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,41,0.38185083866119385,39,0.5155000686645508,16,0.5459248423576355,24,0.6756479144096375
S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,2,0.5229606628417969,2,0.5229606032371521,4,0.6008380651473999,4,0.6008381247520447
S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,20,0.42018499970436096,20,0.4201849699020386,2,0.572677493095398,2,0.5726776123046875
S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,6,0.44664400815963745,6,0.44664403796195984,14,0.5133407115936279,14,0.5133407115936279
S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,12,0.3909291625022888,12,0.3909291923046112,5,0.4899241328239441,5,0.48992419242858887
S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,42,0.3365212082862854,42,0.33652129769325256,10,0.4703715443611145,10,0.4703715443611145
S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,32,0.4317394196987152,32,0.43173936009407043,42,0.499755859375,42,0.4997558295726776
S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,0.4711211323738098,2,0.4711209535598755,3,0.48853763937950134,3,0.48853766918182373
S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,0.4023248851299286,7,0.4023247957229614,7,0.3847210705280304,7,0.38472095131874084
S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,0.45313093066215515,2,0.4531308710575104,3,0.48192498087882996,3,0.48192495107650757
S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,0.4182943105697632,9,0.41829434037208557,9,0.4107280671596527,9,0.4107280969619751
S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,0.5017252564430237,1,0.5017253160476685,2,0.5607355833053589,2,0.5607357025146484
S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,3,0.45949772000312805,3,0.4594978094100952,2,0.5199984908103943,2,0.5199985504150391
S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,11,0.5081461668014526,11,0.5081462264060974,8,0.5886009931564331,8,0.5886009931564331
S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,1,0.6334474086761475,1,0.6334472894668579,7,0.7173861861228943,7,0.7173861265182495
S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,16,0.5099824070930481,16,0.5099823474884033,4,0.7210995554924011,4,0.7210995554924011
S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,3,0.5428827404975891,4,0.6175693273544312,8,0.5874320864677429,4,0.6932891011238098
S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,11,0.531827986240387,17,0.5549681186676025,3,0.6112076640129089,10,0.6710147857666016
S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,19,0.35931506752967834,7,0.5747470259666443,16,0.3790993392467499,9,0.6709691882133484
S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,7,0.5736443400382996,6,0.5896957516670227,24,0.5662549734115601,24,0.5881709456443787
S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,0.6042726635932922,2,0.6193385124206543,3,0.6726675629615784,5,0.6804080605506897
S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,27,0.4777073264122009,18,0.5682905912399292,15,0.4697294235229492,12,0.5943199992179871
S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,32,0.3987697660923004,32,0.3987696170806885,25,0.47454118728637695,25,0.4745410978794098
S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,1,0.542832612991333,1,0.5428324937820435,8,0.5628111958503723,8,0.5628111958503723
S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,3,0.549081563949585,3,0.6224579811096191,22,0.5627762675285339,16,0.6788161396980286
S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,25,0.5383332371711731,27,0.5472586154937744,15,0.6163697838783264,15,0.6275817155838013
S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,18,0.5522897243499756,16,0.5634528398513794,32,0.5686774253845215,32,0.5781682729721069
S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,3,0.5986030697822571,3,0.5986030101776123,19,0.5622140169143677,19,0.5622140169143677
S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,5,0.5705035924911499,5,0.5705037713050842,33,0.5471193194389343,33,0.5471193790435791
S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,29,0.5134084820747375,29,0.5134086012840271,39,0.5355085730552673,39,0.5355085730552673
S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,14,0.49585023522377014,14,0.49585020542144775,32,0.5105915069580078,32,0.5105915665626526
S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,3,0.5418193340301514,3,0.5418193936347961,18,0.5343929529190063,18,0.5343930125236511
S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,38,0.46856755018234253,38,0.4685676693916321,12,0.5058289170265198,12,0.5058289766311646
