session_id,query_id,gold_page_id,gold_source_turn_id,Old_Baseline_rank,Old_Baseline_score,Old_P2_rank,Old_P2_score,A1_Baseline_rank,A1_Baseline_score,A1_P2_rank,A1_P2_score,A2_Baseline_rank,A2_Baseline_score,A2_P2_rank,A2_P2_score,A3_Baseline_rank,A3_Baseline_score,A3_P2_rank,A3_P2_score
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,4,0.4946797788143158,11,0.5581398606300354,7,0.599346935749054,11,0.6523906588554382,13,0.6014333367347717,17,0.6617515683174133,8,0.5929929614067078,12,0.6652664542198181
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,2,0.48575401306152344,2,0.48575401306152344,5,0.5548437833786011,5,0.5548437833786011,4,0.5930066704750061,4,0.5930066704750061,2,0.5778272747993469,2,0.5778272747993469
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,0.5201343297958374,1,0.5790305137634277,11,0.5963301062583923,13,0.6357746720314026,20,0.5846385955810547,17,0.6298224329948425,26,0.5427868962287903,26,0.574278712272644
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,20,0.4486255347728729,24,0.481160044670105,19,0.5674160122871399,22,0.5909804105758667,14,0.6024006605148315,14,0.6371973156929016,13,0.5857617855072021,18,0.6192933917045593
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,27,0.38482916355133057,28,0.3815840482711792,25,0.5199025273323059,25,0.5176019072532654,28,0.5463231205940247,28,0.5478012561798096,20,0.5434302091598511,18,0.560856819152832
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,3,0.49549949169158936,3,0.49549949169158936,19,0.5188342332839966,19,0.5188342332839966,9,0.5896905660629272,9,0.5896905660629272,7,0.5933786630630493,7,0.5933786630630493
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,11,0.4700566232204437,11,0.4700566232204437,18,0.5221489071846008,18,0.5221489071846008,5,0.6096885204315186,5,0.6096885204315186,24,0.5061261057853699,24,0.5061261057853699
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,6,0.524163007736206,6,0.524163007736206,33,0.5266382098197937,33,0.5266382098197937,28,0.5643267631530762,28,0.5643267631530762,25,0.540799617767334,25,0.540799617767334
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,15,0.38481488823890686,15,0.38481488823890686,3,0.5305923223495483,3,0.5305923223495483,6,0.5031234622001648,6,0.5031234622001648,5,0.5108979940414429,5,0.5108979940414429
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,29,0.335262268781662,29,0.335262268781662,23,0.4342966377735138,23,0.4342966377735138,35,0.42896807193756104,35,0.42896807193756104,19,0.4552055597305298,19,0.4552055597305298
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,13,0.4355660080909729,11,0.5786396265029907,2,0.6128001809120178,4,0.7224629521369934,9,0.5581898093223572,8,0.7194139957427979,10,0.5244600772857666,18,0.6655058264732361
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,0.33832457661628723,3,0.3383246064186096,3,0.404401034116745,3,0.40440094470977783,3,0.37668877840042114,3,0.3766888380050659,3,0.4284619092941284,3,0.4284619390964508
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,6,0.3450709879398346,6,0.3450709879398346,7,0.39573347568511963,7,0.3957335352897644,7,0.36931177973747253,7,0.3693118095397949,7,0.38306814432144165,7,0.3830682039260864
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,3,0.3914191424846649,3,0.3914192020893097,6,0.4214193820953369,6,0.42141926288604736,6,0.4480796456336975,6,0.4480796456336975,4,0.4379686117172241,4,0.43796858191490173
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,0.33159926533699036,9,0.3315993845462799,9,0.3816623389720917,9,0.3816624581813812,9,0.3696725070476532,9,0.3696725368499756,9,0.40218856930732727,9,0.40218865871429443
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,0.4067200720310211,5,0.4067201614379883,3,0.5448684692382812,3,0.544868528842926,4,0.5351660847663879,4,0.5351661443710327,6,0.49313047528266907,6,0.49313056468963623
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,3,0.5073202252388,3,0.5073203444480896,8,0.48507410287857056,8,0.48507410287857056,2,0.5510168671607971,2,0.5510168671607971,9,0.49908292293548584,9,0.49908286333084106
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,13,0.6465378403663635,13,0.6465377807617188,16,0.5326818227767944,16,0.5326817631721497,13,0.5322349071502686,13,0.5322349071502686,15,0.5305385589599609,15,0.5305385589599609
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,4,0.7317522764205933,4,0.7392288446426392,5,0.7328291535377502,5,0.7234348058700562,3,0.7124878168106079,3,0.7101765871047974,9,0.6287683248519897,11,0.624765932559967
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,11,0.6958172917366028,11,0.7118639945983887,12,0.653326690196991,11,0.6664145588874817,9,0.6627389192581177,8,0.6803601980209351,17,0.590023398399353,17,0.6014517545700073
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,6,0.6949954032897949,6,0.6949952840805054,15,0.6049776673316956,15,0.6049776077270508,12,0.6163376569747925,12,0.6163375377655029,8,0.6181739568710327,8,0.6181738972663879
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,9,0.6865123510360718,9,0.6865124106407166,21,0.5676750540733337,21,0.567674994468689,20,0.5657532215118408,20,0.5657532215118408,18,0.5590910315513611,18,0.5590910315513611
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,8,0.635677695274353,1,0.772222638130188,9,0.620315432548523,3,0.7514675855636597,3,0.6317841410636902,1,0.7761313319206238,2,0.6530621647834778,1,0.7770570516586304
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,4,0.7509975433349609,4,0.7509974837303162,2,0.7644948959350586,2,0.7644948959350586,2,0.7631032466888428,2,0.7631033658981323,2,0.7685490250587463,2,0.7685490846633911
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,0.713391900062561,11,0.7133919596672058,7,0.7252586483955383,7,0.7252586483955383,10,0.6985883712768555,10,0.698588490486145,8,0.7122687101364136,8,0.7122687101364136
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,8,0.71683669090271,9,0.7331234216690063,6,0.7190501093864441,9,0.7269834876060486,12,0.6615804433822632,13,0.6801048517227173,6,0.7029786109924316,11,0.7187881469726562
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,12,0.6947565078735352,12,0.6947564482688904,17,0.6936222314834595,17,0.6936221718788147,16,0.672860324382782,16,0.672860324382782,13,0.6766641736030579,13,0.6766641736030579
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,1,0.7444235682487488,1,0.7444235682487488,4,0.7550464868545532,4,0.7550463676452637,1,0.7701417803764343,1,0.7701417803764343,1,0.7691222429275513,1,0.7691221237182617
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,5,0.7117832899093628,4,0.7403773665428162,17,0.6727027297019958,17,0.7002497315406799,7,0.7048290967941284,7,0.7406908273696899,5,0.7052665948867798,4,0.7377513647079468
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,40,0.6301290392875671,40,0.6301290988922119,30,0.6326451897621155,30,0.6326451897621155,20,0.6718447804450989,20,0.6718447208404541,18,0.6865258812904358,18,0.6865259408950806
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,11,0.7112531065940857,11,0.7112531661987305,7,0.7299431562423706,7,0.7299431562423706,11,0.7227959036827087,11,0.7227959632873535,9,0.7226166725158691,9,0.7226166129112244
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,5,0.6977245807647705,5,0.6977246403694153,23,0.6494325995445251,23,0.6494327187538147,20,0.639523446559906,20,0.639523446559906,16,0.6389141082763672,16,0.638914167881012
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,2,0.5538138151168823,2,0.5538136959075928,1,0.6598048806190491,1,0.6598048806190491,1,0.7024375796318054,1,0.7024375200271606,2,0.6608303785324097,2,0.6608303785324097
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,5,0.5295717716217041,5,0.5295717120170593,11,0.5771666765213013,11,0.5771665573120117,15,0.6091127395629883,15,0.6091126203536987,17,0.5719396471977234,17,0.5719395875930786
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,5,0.519546627998352,5,0.519546627998352,13,0.5533552765846252,13,0.55335533618927,13,0.5934227705001831,13,0.5934228897094727,6,0.6063637733459473,6,0.606363832950592
S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,13,0.49913763999938965,13,0.4991377890110016,17,0.54371178150177,17,0.5437118411064148,9,0.6006966829299927,9,0.6006967425346375,27,0.5466415882110596,27,0.5466417074203491
S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,34,0.34421658515930176,34,0.34421661496162415,34,0.4240652322769165,34,0.4240652322769165,17,0.4816353917121887,17,0.48163530230522156,11,0.5012394785881042,11,0.5012394189834595
S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,19,0.3813455402851105,22,0.5971354246139526,11,0.50178062915802,15,0.7152280211448669,31,0.48912739753723145,38,0.7005450129508972,22,0.45704385638237,18,0.7087889909744263
S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,0.5514099597930908,2,0.6259294152259827,20,0.5559603571891785,11,0.6983411312103271,12,0.5974124670028687,10,0.7232850193977356,6,0.5770019292831421,4,0.7286716103553772
S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,10,0.47436463832855225,20,0.5521422624588013,33,0.5263077020645142,29,0.6483479142189026,34,0.5576151609420776,36,0.6540124416351318,25,0.5310607552528381,36,0.6186060905456543
S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,0.5741122364997864,1,0.5971285104751587,1,0.6641660332679749,2,0.6788588762283325,1,0.702621340751648,1,0.7186080813407898,3,0.652099072933197,4,0.6828651428222656
S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,9,0.48527994751930237,17,0.5194598436355591,32,0.5293278098106384,41,0.5760337114334106,23,0.5721644163131714,21,0.634249746799469,26,0.5291282534599304,33,0.5801999568939209
S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,37,0.39760541915893555,37,0.3976052701473236,45,0.46573054790496826,45,0.4657305181026459,41,0.5069751739501953,41,0.5069750547409058,22,0.5143686532974243,22,0.5143686532974243
S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,1,0.37955912947654724,1,0.37955912947654724,3,0.39180028438568115,3,0.39180028438568115,3,0.38388147950172424,3,0.38388144969940186,3,0.3737047016620636,3,0.37370461225509644
S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,3,0.48598742485046387,3,0.48598745465278625,6,0.4972771406173706,6,0.4972771108150482,7,0.5356754064559937,7,0.5356754660606384,7,0.512417733669281,7,0.5124177932739258
S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,2,0.513968288898468,2,0.513968288898468,2,0.6367650628089905,2,0.63676518201828,2,0.6516714692115784,2,0.6516715288162231,3,0.636195957660675,3,0.6361960172653198
S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,7,0.4879744350910187,6,0.5126270055770874,8,0.5105889439582825,8,0.5177047252655029,8,0.5581876039505005,8,0.5650054812431335,9,0.5085788369178772,9,0.5295377373695374
S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,2,0.5344179272651672,2,0.5747254490852356,5,0.5834899544715881,5,0.6170417666435242,6,0.5841679573059082,5,0.6217532753944397,6,0.5812123417854309,5,0.6220262050628662
S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,0.5515123605728149,1,0.5515123605728149,2,0.6570364236831665,2,0.6570363640785217,4,0.6439411640167236,4,0.6439411640167236,2,0.6630472540855408,2,0.6630473136901855
S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,14,0.6067447662353516,16,0.5892691612243652,17,0.527848482131958,17,0.5253505706787109,16,0.5876826643943787,16,0.5846312642097473,13,0.6465842127799988,14,0.660517156124115
S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,0.540005624294281,1,0.613099217414856,15,0.5375863909721375,16,0.5292701721191406,2,0.691222608089447,3,0.7134336829185486,2,0.6608681678771973,2,0.7224822044372559
S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,0.5354854464530945,5,0.5816530585289001,6,0.6095412373542786,2,0.6499229073524475,7,0.6485610604286194,5,0.67227703332901,8,0.6184998154640198,6,0.6531873941421509
S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,21,0.5021357536315918,21,0.5282920002937317,12,0.6090312004089355,14,0.6436920762062073,17,0.6043169498443604,18,0.6469195485115051,9,0.6657151579856873,15,0.6934537887573242
S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,6,0.566022515296936,14,0.5923358201980591,4,0.667809247970581,6,0.6920372843742371,11,0.6458461880683899,13,0.6727891564369202,3,0.7048516869544983,9,0.7250941395759583
S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,2,0.4874832332134247,1,0.576715350151062,1,0.6701793074607849,1,0.7375087141990662,4,0.6094363927841187,1,0.7045061588287354,2,0.6214337348937988,2,0.727691650390625
S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,19,0.47346293926239014,15,0.5715500116348267,23,0.5412872433662415,13,0.6501277685165405,13,0.5965659618377686,15,0.6747146248817444,12,0.5818083882331848,5,0.6930338740348816
S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,0.4776647090911865,13,0.5745878219604492,26,0.5114948153495789,25,0.5935412049293518,22,0.5626612901687622,26,0.6255127787590027,23,0.5442655086517334,21,0.6465276479721069
S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,11,0.5142894387245178,7,0.5711592435836792,24,0.5408644676208496,22,0.5897859334945679,28,0.5360407829284668,24,0.5917983651161194,27,0.5661335587501526,18,0.6330578327178955
S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,4,0.5138795971870422,6,0.6036669015884399,6,0.5782440900802612,22,0.643414318561554,9,0.6017671823501587,18,0.6949177384376526,8,0.5837095379829407,27,0.6633864045143127
S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,0.42981383204460144,23,0.5550810694694519,11,0.5522904992103577,19,0.6562293171882629,20,0.5605107545852661,15,0.6963306069374084,9,0.5834360718727112,16,0.689764142036438
S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,12,0.5011759400367737,12,0.5011759996414185,32,0.5167503356933594,32,0.5167503356933594,35,0.5269057750701904,35,0.5269057750701904,30,0.5258550643920898,30,0.5258550643920898
S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,37,0.4009626805782318,37,0.4009627103805542,31,0.4472411870956421,31,0.4472411572933197,33,0.46354997158050537,33,0.46354997158050537,36,0.46502017974853516,36,0.46502020955085754
S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,22,0.44993260502815247,22,0.44993263483047485,25,0.46501535177230835,25,0.4650154113769531,21,0.47752732038497925,21,0.47752732038497925,23,0.5026903748512268,23,0.502690315246582
S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,25,0.39701777696609497,24,0.4596657454967499,2,0.602177083492279,3,0.6493000984191895,2,0.6245286464691162,4,0.6712209582328796,14,0.5191294550895691,18,0.5890983939170837
S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,16,0.4209011197090149,9,0.5820356607437134,36,0.49042952060699463,37,0.6348695755004883,19,0.5824909210205078,17,0.734303891658783,30,0.5008383989334106,10,0.7108097076416016
S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,36,0.3635977506637573,36,0.5231874585151672,17,0.5583460927009583,11,0.7273983955383301,38,0.523292601108551,33,0.6934223175048828,25,0.5150592923164368,41,0.6292470097541809
S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,50,0.3734886050224304,50,0.37348854541778564,37,0.5122414231300354,37,0.5122414827346802,50,0.4729110896587372,50,0.47291111946105957,48,0.44766339659690857,48,0.44766348600387573
S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,8,0.4666304290294647,8,0.46663036942481995,2,0.650320827960968,2,0.650320827960968,6,0.6309918165206909,6,0.6309918165206909,8,0.5686078071594238,8,0.5686078667640686
S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,25,0.39264366030693054,31,0.42623037099838257,39,0.4800955653190613,44,0.5166231989860535,22,0.5516114830970764,17,0.6114597320556641,43,0.4648532569408417,46,0.5152394771575928
S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,14,0.42972472310066223,14,0.4297247529029846,26,0.5145449042320251,26,0.5145449042320251,43,0.5151243805885315,43,0.5151243805885315,19,0.5244656205177307,19,0.5244656801223755
S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,31,0.39131292700767517,31,0.3913128972053528,9,0.5965358018875122,9,0.5965356826782227,5,0.6673980355262756,5,0.6673980951309204,32,0.5027350187301636,32,0.5027351379394531
S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,33,0.38522157073020935,33,0.38522157073020935,17,0.5569782853126526,17,0.5569782257080078,46,0.5070129036903381,46,0.5070128440856934,23,0.5213898420333862,23,0.5213898420333862
S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,6,0.4341575503349304,4,0.4304228127002716,5,0.5448083281517029,2,0.619530975818634,4,0.5543473362922668,1,0.6102811694145203,3,0.5423963665962219,2,0.5800144672393799
S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,39,0.34592118859291077,40,0.3276005983352661,23,0.47229474782943726,22,0.46872466802597046,20,0.4909089207649231,20,0.49228399991989136,12,0.4817526340484619,11,0.4790286719799042
S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,6,0.4145900309085846,6,0.41459009051322937,12,0.5550134181976318,12,0.5550134778022766,8,0.6136200428009033,8,0.6136201024055481,2,0.5636271238327026,2,0.563627302646637
S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,7,0.447327196598053,3,0.6059979200363159,41,0.53069007396698,11,0.7416037321090698,8,0.6146059036254883,15,0.7452086210250854,36,0.5215898156166077,11,0.7301307916641235
S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,67,0.32590147852897644,70,0.4838414788246155,71,0.4296834170818329,70,0.5798764824867249,55,0.5391154289245605,28,0.720337986946106,54,0.4959697723388672,45,0.67459636926651
S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,26,0.41176116466522217,13,0.5801041126251221,25,0.552268385887146,17,0.7192803025245667,45,0.552392303943634,46,0.7004762887954712,14,0.5578861832618713,10,0.7325741648674011
S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,8,0.5034886598587036,8,0.5034887790679932,23,0.5902597308158875,23,0.5902597904205322,43,0.5886841416358948,43,0.58868408203125,21,0.5698940753936768,21,0.5698941946029663
S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,70,0.4027944505214691,70,0.4027945399284363,66,0.504181981086731,66,0.5041820406913757,52,0.5704703330993652,52,0.5704703330993652,31,0.55770343542099,31,0.55770343542099
S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,68,0.457669198513031,65,0.591045081615448,14,0.6127489805221558,34,0.6967232823371887,54,0.5820056796073914,50,0.6995444297790527,54,0.5410046577453613,56,0.6774468421936035
S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,75,0.34470492601394653,77,0.46810898184776306,25,0.5333123803138733,46,0.6212332248687744,61,0.5042405128479004,65,0.6232795715332031,37,0.4985154867172241,42,0.6310991048812866
S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,22,0.42815840244293213,49,0.5106473565101624,10,0.5754764676094055,26,0.6645675301551819,10,0.6114884614944458,21,0.7089295387268066,50,0.4796842634677887,59,0.6132123470306396
S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,27,0.4808177649974823,27,0.4808177947998047,7,0.648248016834259,7,0.6482481360435486,6,0.6644269824028015,6,0.6644269824028015,2,0.6508589386940002,2,0.650858998298645
S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,4,0.5210728645324707,4,0.5210728645324707,2,0.6841356158256531,2,0.6841357350349426,3,0.671460747718811,3,0.671460747718811,20,0.5984473824501038,20,0.5984473824501038
S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,8,0.5104247331619263,8,0.510424792766571,11,0.6241138577461243,11,0.6241138577461243,14,0.6509907841682434,14,0.6509907841682434,12,0.6126447319984436,12,0.6126447916030884
S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,2,0.3488452732563019,2,0.34884530305862427,3,0.36089614033699036,3,0.36089619994163513,3,0.36355316638946533,3,0.36355316638946533,3,0.4009048342704773,3,0.40090489387512207
S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,6,0.4478003680706024,6,0.5032122135162354,7,0.46289029717445374,7,0.5282814502716064,7,0.47991588711738586,7,0.5344299077987671,7,0.4957372844219208,7,0.5489280819892883
S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,0.626485288143158,1,0.6697134971618652,1,0.7558733224868774,1,0.7547971606254578,1,0.7461709380149841,1,0.779213547706604,1,0.729351818561554,1,0.7843103408813477
S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,0.5743756294250488,8,0.5841161012649536,8,0.5858479738235474,9,0.5896790027618408,9,0.6054918169975281,9,0.602519690990448,9,0.6014577150344849,9,0.6066865921020508
S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,2,0.6311529874801636,3,0.6438204050064087,4,0.6605689525604248,4,0.6583769917488098,5,0.6674243211746216,5,0.665015697479248,5,0.6905396580696106,5,0.7041456699371338
S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,0.5237041115760803,2,0.5726079940795898,1,0.6494506001472473,2,0.6664494872093201,2,0.6289591789245605,2,0.6519200801849365,2,0.6140681505203247,2,0.6412100195884705
S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,0.692194402217865,11,0.692194402217865,2,0.7419449090957642,2,0.7419448494911194,7,0.6263521313667297,7,0.6263521909713745,11,0.5956200361251831,11,0.5956200957298279
