session_id,query_id,reference_group,gold_page_id,baseline_rank,old_rewrite_only_rank,reference_resolution_only_rank,baseline_score,old_rewrite_only_score,reference_resolution_only_score,old_rewrite_only_transition,reference_resolution_only_transition,old_promoted,old_demoted,ref_promoted,ref_demoted,old_rank_movement,ref_rank_movement,old_reference_required_additions,old_context_supported_not_required_additions,ref_reference_required_additions,ref_context_supported_not_required_additions
S001,S001-Q026,UNCHANGED,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,4,10,4,0.4946797788143158,0.7267281413078308,0.4946797788143158,HURT,UNCHANGED_HIT,False,True,False,False,-6,0,1,2,0,0
S001,S001-Q028,UNCHANGED,44777fdf-abd5-5570-b0aa-8e3f1cb44000,2,4,2,0.48575401306152344,0.6699429750442505,0.48575401306152344,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-2,0,1,2,0,0
S001,S001-Q033,CHANGED,d5c03971-3795-5256-a75f-b3921d61a92d,2,25,1,0.5201343297958374,0.7354387640953064,0.5790305137634277,HURT,UNCHANGED_HIT,False,True,False,False,-23,1,7,2,3,0
S001,S001-Q033,CHANGED,b4497adc-7393-57c0-8917-ce3372fbd151,20,18,24,0.4486255347728729,0.7674299478530884,0.481160044670105,HURT,UNCHANGED_HIT,False,False,False,False,2,-4,7,2,3,0
S001,S001-Q035,UNCHANGED,b4497adc-7393-57c0-8917-ce3372fbd151,27,27,27,0.38482916355133057,0.38482916355133057,0.38482916355133057,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,0,0,0,0
S001,S001-Q039,UNCHANGED,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,3,3,3,0.49549949169158936,0.49549949169158936,0.49549949169158936,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S001,S001-Q039,UNCHANGED,c107828c-a741-55f6-8e0c-446cfbdba215,11,11,11,0.4700566232204437,0.4700566232204437,0.4700566232204437,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S001,S001-Q042,UNCHANGED,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,6,20,6,0.524163007736206,0.7934964299201965,0.524163007736206,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-14,0,3,5,0,0
S001,S001-Q044,UNCHANGED,32b5d492-2df9-5ed9-ac46-caca5c87097c,15,8,15,0.38481488823890686,0.743588924407959,0.38481488823890686,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,7,0,1,6,0,0
S001,S001-Q044,UNCHANGED,4054aab2-0aa7-5019-b341-077265511add,29,15,29,0.335262268781662,0.7329283952713013,0.335262268781662,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,14,0,1,6,0,0
S001,S001-Q049,UNCHANGED,de592e81-e050-536b-8909-32866c85f6c2,13,21,13,0.4355660080909729,0.6594255566596985,0.4355660080909729,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-8,0,1,3,0,0
S002,S002-Q007,UNCHANGED,f70d87dd-c4b9-59de-a761-869308b1818b,3,1,3,0.33832457661628723,0.7948969006538391,0.3383246064186096,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,2,0,4,2,0,0
S002,S002-Q011,UNCHANGED,f70d87dd-c4b9-59de-a761-869308b1818b,6,1,6,0.3450709879398346,0.8249460458755493,0.3450709879398346,UNCHANGED_HIT,UNCHANGED_HIT,True,False,False,False,5,0,3,5,0,0
S002,S002-Q011,UNCHANGED,03c3981b-3b09-56ca-a545-043c8ff0d240,3,7,3,0.3914191424846649,0.746265709400177,0.3914192020893097,UNCHANGED_HIT,UNCHANGED_HIT,False,True,False,False,-4,0,3,5,0,0
S002,S002-Q013,UNCHANGED,f70d87dd-c4b9-59de-a761-869308b1818b,9,7,9,0.33159926533699036,0.6350173354148865,0.3315993845462799,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,2,0,1,2,0,0
S002,S002-Q013,UNCHANGED,a6c0000c-f234-59a1-b6e5-1283680d9b77,5,3,5,0.4067200720310211,0.6639351844787598,0.4067201614379883,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,2,0,1,2,0,0
S002,S002-Q014,UNCHANGED,37d568b0-90c6-5481-b7d9-e0101fd95e52,3,7,3,0.5073202252388,0.6954586505889893,0.5073203444480896,HURT,UNCHANGED_HIT,False,True,False,False,-4,0,1,4,0,0
S002,S002-Q021,UNCHANGED,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,13,15,13,0.6465378403663635,0.735393226146698,0.6465377807617188,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-2,0,2,2,0,0
S002,S002-Q022,UNCHANGED,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,4,4,4,0.7317522764205933,0.7927926182746887,0.731752336025238,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,2,2,0,0
S002,S002-Q022,UNCHANGED,b304ab57-b911-5070-88ba-fca4f39a37e8,11,10,11,0.6958172917366028,0.7563790082931519,0.6958174109458923,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,1,0,2,2,0,0
S002,S002-Q026,UNCHANGED,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,6,9,6,0.6949954032897949,0.780644416809082,0.6949952840805054,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-3,0,2,4,0,0
S002,S002-Q026,UNCHANGED,e64218f2-62ce-555a-ba53-f3fd1214e0f7,9,14,9,0.6865123510360718,0.7583445310592651,0.6865124106407166,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-5,0,2,4,0,0
S002,S002-Q028,UNCHANGED,42756865-0f8f-5dcc-a050-6ecec5b828ce,8,1,8,0.635677695274353,0.812584638595581,0.6356777548789978,RESCUED,UNCHANGED_MISS,True,False,False,False,7,0,3,3,0,0
S002,S002-Q033,UNCHANGED,79860bb6-6010-5ca0-ac81-f4327e2bff44,4,3,4,0.7509975433349609,0.8056432604789734,0.7509974837303162,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,1,0,4,0,0,0
S002,S002-Q033,UNCHANGED,893b3ae9-1f94-5436-8c6d-54e200693867,11,25,11,0.713391900062561,0.7425634264945984,0.7133919596672058,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-14,0,4,0,0,0
S002,S002-Q035,UNCHANGED,893b3ae9-1f94-5436-8c6d-54e200693867,8,3,8,0.71683669090271,0.7764067649841309,0.7168366312980652,RESCUED,UNCHANGED_MISS,True,False,False,False,5,0,1,1,0,0
S002,S002-Q039,UNCHANGED,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,12,26,12,0.6947565078735352,0.7955451607704163,0.6947564482688904,HURT,UNCHANGED_HIT,False,False,False,False,-14,0,2,5,0,0
S002,S002-Q039,UNCHANGED,78a623b8-bff9-5b45-b990-24d74e714f9b,1,12,1,0.7444235682487488,0.8143442869186401,0.7444235682487488,HURT,UNCHANGED_HIT,False,True,False,False,-11,0,2,5,0,0
S002,S002-Q042,CHANGED,5c22c135-b86e-56a3-83eb-7484d1183dca,5,9,4,0.7117832899093628,0.7734177708625793,0.7355781197547913,HURT,UNCHANGED_HIT,False,True,False,False,-4,1,5,0,3,0
S002,S002-Q044,UNCHANGED,57b8caa3-b46e-50f2-a65a-bb244543b1c3,40,40,40,0.6301290392875671,0.6306347846984863,0.6301290988922119,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,4,1,0,0
S002,S002-Q044,UNCHANGED,647fce0c-6320-5a98-819d-50dff3300582,11,13,11,0.7112531065940857,0.7334585189819336,0.7112531661987305,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-2,0,4,1,0,0
S002,S002-Q049,UNCHANGED,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,5,5,5,0.6977245807647705,0.6977246403694153,0.6977246403694153,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S002,S002-Q052,UNCHANGED,647fce0c-6320-5a98-819d-50dff3300582,2,11,2,0.5538138151168823,0.8232727646827698,0.5538136959075928,HURT,UNCHANGED_HIT,False,True,False,False,-9,0,1,9,0,0
S002,S002-Q052,UNCHANGED,d728a292-3080-5624-89ff-d8e05d09e8ca,5,40,5,0.5295717716217041,0.7758976817131042,0.5295717120170593,HURT,UNCHANGED_HIT,False,True,False,False,-35,0,1,9,0,0
S002,S002-Q055,UNCHANGED,d728a292-3080-5624-89ff-d8e05d09e8ca,5,27,5,0.519546627998352,0.8327984809875488,0.519546627998352,HURT,UNCHANGED_HIT,False,True,False,False,-22,0,1,11,0,0
S002,S002-Q055,UNCHANGED,2e583969-bc65-5074-a7fe-0424438cd092,13,33,13,0.49913763999938965,0.8198913931846619,0.4991377890110016,HURT,UNCHANGED_HIT,False,False,False,False,-20,0,1,11,0,0
S002,S002-Q056,UNCHANGED,e40ec65e-2907-515a-b1dd-3bec39109106,34,25,34,0.34421658515930176,0.6684914827346802,0.34421661496162415,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,9,0,1,3,0,0
S002,S002-Q063,CHANGED,3549589e-05fe-5631-9385-5379f8dd4396,19,20,23,0.3813455402851105,0.5398175120353699,0.5645622611045837,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-1,-4,4,0,4,0
S002,S002-Q065,UNCHANGED,a2f4bee5-f836-545e-8197-d79f3f2d284c,1,28,1,0.5514099597930908,0.8592727780342102,0.5514100790023804,HURT,UNCHANGED_HIT,False,True,False,False,-27,0,1,10,0,0
S002,S002-Q065,UNCHANGED,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,10,50,10,0.47436463832855225,0.8154595494270325,0.47436460852622986,HURT,UNCHANGED_HIT,False,False,False,False,-40,0,1,10,0,0
S002,S002-Q066,UNCHANGED,166328f1-a89c-5b18-8a53-02ac909e0849,1,1,1,0.5741122364997864,0.5741121768951416,0.5741121768951416,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S002,S002-Q066,UNCHANGED,323c7c4f-02b6-5801-9c72-3623423fb3c6,9,9,9,0.48527994751930237,0.4852798879146576,0.4852798879146576,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S002,S002-Q070,UNCHANGED,95dce1c8-76eb-5c10-b622-b77e03c00526,37,37,37,0.39760541915893555,0.3976052701473236,0.3976052701473236,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,0,0,0,0
S003,S003-Q007,UNCHANGED,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,1,1,1,0.37955912947654724,0.37955912947654724,0.37955912947654724,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S003,S003-Q011,UNCHANGED,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,3,1,3,0.48598742485046387,0.7483110427856445,0.48598745465278625,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,2,0,3,0,0,0
S003,S003-Q011,UNCHANGED,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,2,6,2,0.513968288898468,0.6999039053916931,0.513968288898468,UNCHANGED_HIT,UNCHANGED_HIT,False,True,False,False,-4,0,3,0,0,0
S003,S003-Q013,CHANGED,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,7,2,6,0.4879744350910187,0.7848297357559204,0.5126270055770874,UNCHANGED_HIT,UNCHANGED_HIT,True,False,False,False,5,1,6,0,3,0
S003,S003-Q013,CHANGED,914dcda3-55d6-504a-9159-f6f54938f31f,2,4,2,0.5344179272651672,0.7741124629974365,0.5747254490852356,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-2,0,6,0,3,0
S003,S003-Q014,UNCHANGED,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,1,1,1,0.5515123605728149,0.802750289440155,0.5515123605728149,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,5,0,0,0
S003,S003-Q021,CHANGED,1b59ffe6-5fba-511e-b39a-6529e998d6ca,14,16,16,0.6067447662353516,0.7052296996116638,0.5892691612243652,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-2,-2,1,3,0,2
S003,S003-Q022,CHANGED,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,1,1,1,0.540005624294281,0.7952641248703003,0.613099217414856,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,4,1,1,0
S003,S003-Q022,CHANGED,bd6d22da-10ea-5784-b308-d3f5d1f57469,3,5,5,0.5354854464530945,0.763751208782196,0.5816530585289001,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-2,-2,4,1,1,0
S003,S003-Q026,CHANGED,cee54426-e3ab-5ae2-aaab-81de729e05f3,21,21,21,0.5021357536315918,0.7660176753997803,0.5109717845916748,RESCUED,UNCHANGED_MISS,False,False,False,False,0,0,3,6,1,0
S003,S003-Q026,CHANGED,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,6,3,15,0.566022515296936,0.8350578546524048,0.5664628148078918,RESCUED,UNCHANGED_MISS,True,False,False,False,3,-9,3,6,1,0
S003,S003-Q028,UNCHANGED,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,2,2,2,0.4874832332134247,0.8947640061378479,0.48748329281806946,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,5,6,0,0
S003,S003-Q033,UNCHANGED,c96d749e-7c02-5289-ab48-fd03586dd5b1,19,16,19,0.47346293926239014,0.8024824857711792,0.4734629690647125,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,3,0,3,3,0,0
S003,S003-Q033,UNCHANGED,1b535a84-9ae4-50ee-bbda-1d7ba186183e,17,28,17,0.4776647090911865,0.755882978439331,0.47766467928886414,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-11,0,3,3,0,0
S003,S003-Q035,UNCHANGED,1b535a84-9ae4-50ee-bbda-1d7ba186183e,11,26,11,0.5142894387245178,0.7806627750396729,0.5142894983291626,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-15,0,1,6,0,0
S003,S003-Q039,UNCHANGED,4ed05884-3478-5a91-a63f-3067fd41956d,4,4,4,0.5138795971870422,0.5138795375823975,0.5138795375823975,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S003,S003-Q039,UNCHANGED,c94687e6-820c-5c03-a774-40d03e0f70be,29,29,29,0.42981383204460144,0.4298138916492462,0.4298138916492462,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,0,0,0,0
S003,S003-Q042,UNCHANGED,82bf5c46-13d0-5fb7-9826-308047a68fc7,12,34,12,0.5011759400367737,0.802149772644043,0.5011759996414185,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-22,0,3,7,0,0
S003,S003-Q044,UNCHANGED,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,37,38,37,0.4009626805782318,0.6631542444229126,0.4009627103805542,RESCUED,UNCHANGED_MISS,False,False,False,False,-1,0,1,2,0,0
S003,S003-Q044,UNCHANGED,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,22,3,22,0.44993260502815247,0.7594462633132935,0.44993263483047485,RESCUED,UNCHANGED_MISS,True,False,False,False,19,0,1,2,0,0
S003,S003-Q049,UNCHANGED,2316a391-e779-530b-ac2f-055182347d32,25,26,25,0.39701777696609497,0.7568969130516052,0.39701777696609497,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-1,0,5,2,0,0
S003,S003-Q052,UNCHANGED,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,16,8,16,0.4209011197090149,0.8205490112304688,0.42090117931365967,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,8,0,4,2,0,0
S003,S003-Q052,UNCHANGED,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,36,23,36,0.3635977506637573,0.8018966317176819,0.3635977804660797,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,13,0,4,2,0,0
S003,S003-Q055,UNCHANGED,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,50,43,50,0.3734886050224304,0.7494229078292847,0.37348854541778564,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,7,0,1,7,0,0
S003,S003-Q055,UNCHANGED,9409734e-8235-5011-8c1a-60ed15ad9024,8,38,8,0.4666304290294647,0.7543310523033142,0.46663036942481995,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-30,0,1,7,0,0
S003,S003-Q056,UNCHANGED,59d896c1-0734-53cf-821a-5728dd5fe548,25,25,25,0.39264366030693054,0.3926438093185425,0.3926438093185425,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,0,0,0,0
S003,S003-Q063,UNCHANGED,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,14,43,14,0.42972472310066223,0.8253923654556274,0.4297247529029846,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-29,0,1,10,0,0
S003,S003-Q065,UNCHANGED,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,31,22,31,0.39131292700767517,0.7681647539138794,0.3913128972053528,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,9,0,1,6,0,0
S003,S003-Q065,UNCHANGED,ad470150-cd72-5d94-9d96-467573c4b92b,33,26,33,0.38522157073020935,0.7641730904579163,0.38522157073020935,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,7,0,1,6,0,0
S003,S003-Q066,UNCHANGED,3e1cec0a-77e2-5463-865e-1f49b78e966c,6,3,6,0.4341575503349304,0.7897322177886963,0.43415749073028564,RESCUED,UNCHANGED_MISS,True,False,False,False,3,0,2,5,0,0
S003,S003-Q066,UNCHANGED,e6b075df-0710-53c0-a850-a6bc715553b6,39,37,39,0.34592118859291077,0.7515409588813782,0.345921128988266,RESCUED,UNCHANGED_MISS,False,False,False,False,2,0,2,5,0,0
S003,S003-Q070,UNCHANGED,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,6,15,6,0.4145900309085846,0.7573118805885315,0.41459009051322937,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-9,0,1,2,0,0
S003,S003-Q077,UNCHANGED,21f9ae05-f6a0-5cc5-af10-142d014dcf11,7,5,7,0.447327196598053,0.8430026769638062,0.4473271667957306,RESCUED,UNCHANGED_MISS,True,False,False,False,2,0,3,5,0,0
S003,S003-Q077,UNCHANGED,96af7f08-1678-5164-9e1e-935a577a7d1b,67,50,67,0.32590147852897644,0.7897692918777466,0.32590144872665405,RESCUED,UNCHANGED_MISS,False,False,False,False,17,0,3,5,0,0
S003,S003-Q077,UNCHANGED,2fdaac5c-103c-5100-8480-7d15511a3658,26,6,26,0.41176116466522217,0.8386716246604919,0.4117611348628998,RESCUED,UNCHANGED_MISS,False,False,False,False,20,0,3,5,0,0
S003,S003-Q078,UNCHANGED,70584af0-da6d-5ee7-9e7c-ad3f962ef545,8,32,8,0.5034886598587036,0.7350883483886719,0.5034887790679932,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-24,0,1,2,0,0
S003,S003-Q078,UNCHANGED,96af7f08-1678-5164-9e1e-935a577a7d1b,70,42,70,0.4027944505214691,0.7214826345443726,0.4027945399284363,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,28,0,1,2,0,0
S003,S003-Q084,UNCHANGED,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,68,47,68,0.457669198513031,0.7407693266868591,0.45766910910606384,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,21,0,3,0,0,0
S003,S003-Q088,UNCHANGED,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,75,75,75,0.34470492601394653,0.3447049856185913,0.3447049856185913,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,0,0,0,0
S003,S003-Q088,UNCHANGED,dc75d4a6-dbec-512b-bed7-4048466382c6,22,22,22,0.42815840244293213,0.42815840244293213,0.42815840244293213,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,0,0,0,0
S003,S003-Q091,UNCHANGED,68d070f4-4242-579d-b5a8-83f3dc6283b3,27,31,27,0.4808177649974823,0.7526257038116455,0.4808177947998047,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-4,0,3,0,0,0
S003,S003-Q091,UNCHANGED,dc75d4a6-dbec-512b-bed7-4048466382c6,4,10,4,0.5210728645324707,0.7693835496902466,0.5210728645324707,UNCHANGED_HIT,UNCHANGED_HIT,False,True,False,False,-6,0,3,0,0,0
S003,S003-Q091,UNCHANGED,ff75fe78-c1af-5b7a-a243-9648b6132a06,8,1,8,0.5104247331619263,0.8218477368354797,0.510424792766571,UNCHANGED_HIT,UNCHANGED_HIT,True,False,False,False,7,0,3,0,0,0
S004,S004-Q007,UNCHANGED,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,2,3,2,0.3488452732563019,0.7370783090591431,0.34884530305862427,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-1,0,1,5,0,0
S004,S004-Q011,CHANGED,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,6,6,5,0.4478003680706024,0.7491786479949951,0.5316189527511597,UNCHANGED_HIT,UNCHANGED_HIT,False,False,True,False,0,1,1,5,2,2
S004,S004-Q011,CHANGED,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,1,1,1,0.626485288143158,0.8267008066177368,0.683984100818634,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,0,0,1,5,2,2
S004,S004-Q013,CHANGED,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,8,9,8,0.5743756294250488,0.7310875058174133,0.5841161012649536,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-1,0,3,0,2,0
S004,S004-Q013,CHANGED,d876eb51-66ba-5437-955a-25c3f405ef2f,2,3,3,0.6311529874801636,0.7800182700157166,0.6438204050064087,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-1,-1,3,0,2,0
S004,S004-Q014,CHANGED,a60bbf7a-8108-58fc-8b4a-1356764282aa,2,3,2,0.5237041115760803,0.8206364512443542,0.5726079940795898,UNCHANGED_HIT,UNCHANGED_HIT,False,False,False,False,-1,0,2,4,1,2
S004,S004-Q021,UNCHANGED,112af49e-d51f-599c-ad67-5cc18432f1a8,11,6,11,0.692194402217865,0.7331019639968872,0.692194402217865,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,5,0,2,0,0,0
S004,S004-Q022,CHANGED,1404aa4a-3c7a-565e-8e67-9f834683b3b2,9,4,5,0.6558319330215454,0.7329941987991333,0.6975405812263489,UNCHANGED_HIT,UNCHANGED_HIT,True,False,True,False,5,4,5,0,3,1
S004,S004-Q022,CHANGED,1e8809d9-9426-51b9-9e17-039093174440,5,6,3,0.6664348244667053,0.7220578193664551,0.6999475955963135,UNCHANGED_HIT,UNCHANGED_HIT,False,True,False,False,-1,2,5,0,3,1
S004,S004-Q026,UNCHANGED,7567fc91-4210-59bc-ac74-0cc3060edc83,22,22,22,0.5618359446525574,0.6367987990379333,0.5618358850479126,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,1,0,0,0
S004,S004-Q026,UNCHANGED,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,15,19,15,0.607856035232544,0.6831455230712891,0.6078559160232544,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-4,0,1,0,0,0
S004,S004-Q028,UNCHANGED,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,19,22,19,0.638894259929657,0.689500093460083,0.6388940811157227,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,-3,0,2,0,0,0
S004,S004-Q033,UNCHANGED,73b2fb55-c036-52ca-842e-cc784d317c61,2,15,2,0.5140451192855835,0.8095910549163818,0.5140451192855835,HURT,UNCHANGED_HIT,False,True,False,False,-13,0,3,3,0,0
S004,S004-Q033,UNCHANGED,dad4c589-bd44-5d61-917f-9435b971db4d,18,12,18,0.4629700183868408,0.8185771703720093,0.46296998858451843,HURT,UNCHANGED_HIT,False,False,False,False,6,0,3,3,0,0
S004,S004-Q035,CHANGED,dad4c589-bd44-5d61-917f-9435b971db4d,6,11,5,0.4753205478191376,0.826787531375885,0.5476755499839783,UNCHANGED_MISS,RESCUED,False,False,True,False,-5,1,1,6,0,3
S004,S004-Q039,UNCHANGED,c022f180-c519-52a7-9c70-3f15928609b5,6,6,6,0.3509902358055115,0.3509902060031891,0.3509902060031891,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,0,0,0,0
S004,S004-Q039,UNCHANGED,594016a4-b321-5143-a8c6-3923fed20111,21,21,21,0.2760118842124939,0.2760118842124939,0.2760118842124939,UNCHANGED_MISS,UNCHANGED_MISS,False,False,False,False,0,0,0,0,0,0
