session_id,query_id,gold_page_id,gold_source_turn_id,dense_rank,field_rank,rank_improvement,transition,dense_score,task_cosine,fact_cosine,relation_cosine,final_score
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,11,-1,UNCHANGED,0.6791412234306335,0.6972711682319641,0.7356861076167887,0.6249415650928953,0.6981712233580802
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,7,1,UNCHANGED,0.6824973225593567,0.716500461101532,0.7443842735519572,0.594152605185068,0.7031844148984093
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,8,-6,DEMOTED,0.7513960599899292,0.7349419593811035,0.792648196220398,0.798649787902832,0.770766019821167
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,12,-1,UNCHANGED,0.7210525870323181,0.7380290471332698,0.7144086360931396,0.6274275779724121,0.7064605888850463
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,24,-22,DEMOTED,0.7454124689102173,0.6489780932055768,0.702865719795227,0.6526581048965454,0.6712691461796305
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,21,-10,UNCHANGED,0.7214906811714172,0.6740228935493764,0.7704015237332299,0.6183980107307434,0.7014493690591913
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,24,-11,UNCHANGED,0.6772738099098206,0.693057560093112,0.6181091666221619,0.558039665222168,0.6360746237305431
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,3,-1,UNCHANGED,0.7298577427864075,0.7704213124764748,0.6898022294044495,0.5379859209060669,0.6916866009335831
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,12,0,UNCHANGED,0.6979053020477295,0.6703314584691201,0.739150881767273,0.6798351621431306,0.6997599685231835
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,21,18,UNCHANGED,0.6558573842048645,0.6348010083914404,0.7503796815872192,0.6554986629187264,0.6851720085752092
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,37,-33,DEMOTED,0.7309869527816772,0.5380173050175491,0.7337813377380371,0.6660940448101785,0.6419382660642702
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,2,2,UNCHANGED,0.67808997631073,0.7406264984981119,0.7178205251693726,0.5994030355695529,0.7032594165809044
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,20,-5,UNCHANGED,0.4818408787250519,0.5472417799974549,0.4259553209516597,0.5973930838831563,0.5087574571562772
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,1,0,UNCHANGED,0.6072694063186646,0.7933222528292091,0.42918714458865787,0.5955532789230347,0.6081144147517538
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,8,8,UNCHANGED,0.492669016122818,0.6188769340515137,0.41615933179855347,0.5181809046052808,0.5176506872610831
S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,25,-13,UNCHANGED,0.5007023811340332,0.5835511684417725,0.4159630537033081,0.48098805433440533,0.4960032997249133
S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,33,3,UNCHANGED,0.33248934149742126,0.46980818746187536,0.34000895500289857,0.4549880623817444,0.41492446946225847
S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,20,-9,UNCHANGED,0.6479683518409729,0.5800550925764497,0.5390803217887878,0.8109728097915649,0.609848727704408
S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,10,-4,UNCHANGED,0.6310549378395081,0.5812104344367981,0.5238908529281616,0.6912708098453766,0.5802946769150592
S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,2,-1,UNCHANGED,0.650933027267456,0.6348638912954265,0.5154836177825928,0.6918812990188599,0.5985152634349797
S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,2,9,PROMOTED,0.5550165176391602,0.6311637539365145,0.50528883934021,0.6698886752128601,0.5885587723532618
S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,UNCHANGED,0.6374316811561584,0.6466648964086114,0.4953189194202423,0.7124153971672058,0.5992766057649827
S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,33,-22,UNCHANGED,0.4726150631904602,0.5373430572356616,0.26764100790023804,0.5074042677879333,0.42347447961194656
S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,UNCHANGED,0.3476473391056061,0.4176939974840878,0.420457124710083,0.5834376712515746,0.4519479831279833
S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,1,3,UNCHANGED,0.4727919101715088,0.5492834180166375,0.4791204035282135,0.620308802091026,0.5354232890361457
S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,7,-6,DEMOTED,0.494103342294693,0.505535364151001,0.4280218141091951,0.49860191345214844,0.4731432539945082
S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,3,3,PROMOTED,0.49814823269844055,0.5886411421681131,0.4889570170019279,0.711065411567688,0.5732523459815541
S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,5,0,UNCHANGED,0.5069320797920227,0.5826185941696167,0.4819131184764575,0.6317071695153218,0.5521541189614941
S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,UNCHANGED,0.6167545914649963,0.6910050511360168,0.48834896087646484,0.6588309203881574,0.6035077888826242
S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,5,2,PROMOTED,0.6651113629341125,0.590049147605896,0.6423035050811473,0.702814519405365,0.6335039649558905
S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,UNCHANGED,0.6499589681625366,0.6691813867796294,0.5698667764663696,0.8065677169899772,0.656932808696395
S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,3,0,UNCHANGED,0.6119412183761597,0.5746132135391235,0.5838485112099953,0.7848621350362461,0.6203571169068968
S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,8,7,UNCHANGED,0.5855612754821777,0.6517281532287598,0.5419977903366089,0.6191675662994385,0.6013238906860352
S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,18,-11,UNCHANGED,0.6343926787376404,0.5870325915236826,0.5425232648849487,0.6348358392715454,0.5787895104177616
S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,12,-6,UNCHANGED,0.5726884603500366,0.6547538042068481,0.44098979234695435,0.7045670395573425,0.5792108465329895
S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,3,9,PROMOTED,0.5834260582923889,0.6685159802436829,0.4088798111009485,0.651205340099653,0.5611993845577832
S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,26,-5,UNCHANGED,0.54683518409729,0.4999697804450989,0.43766188621520996,0.6648424067999367,0.5080211480241109
S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,22,-5,UNCHANGED,0.5243327021598816,0.4672014693737906,0.5687272887663417,0.6497711926562305,0.5443257417872991
S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,5,-3,UNCHANGED,0.6725355982780457,0.6102779871391051,0.6431152820587158,0.7262672618786848,0.6466107600548654
S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,26,3,UNCHANGED,0.5633748769760132,0.6460280803458739,0.5339421948160049,0.6290795360898419,0.5978040172827199
S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,4,2,PROMOTED,0.5420230627059937,0.6057850844603878,0.5092513268739776,0.5801358222961426,0.5620417289929748
S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,26,7,UNCHANGED,0.4599473774433136,0.5022940635681152,0.47209775115224734,0.5417608022689819,0.4981088863419414
S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,33,-18,UNCHANGED,0.5070860385894775,0.5716075045828524,0.3613482035009982,0.48336630861357555,0.46985554495625537
S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,16,6,UNCHANGED,0.5056788325309753,0.6522330045700073,0.47054773569107056,0.6221325768311368,0.5735388114706585
S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,2,8,PROMOTED,0.5986801981925964,0.6283648763137908,0.5203384471141367,0.8372384115741743,0.6269290116860059
S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,4,11,PROMOTED,0.592033326625824,0.6469029573740338,0.48295867239936263,0.8514798791098522,0.622240627731329
S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,20,21,UNCHANGED,0.4069212079048157,0.5689432364072344,0.3916830951978621,0.5518099994546175,0.4946125325329621
S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,1,10,PROMOTED,0.4789794087409973,0.6282648222604288,0.4150949716567993,0.5518099994546175,0.5277059174578148
S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,14,-11,DEMOTED,0.5221919417381287,0.6458126095421678,0.44140759110450745,0.584683895111084,0.5518248592808869
S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,15,4,UNCHANGED,0.4438685476779938,0.6100370419069578,0.34252965450286865,0.5883117914199829,0.49868903684792715
S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,25,-11,UNCHANGED,0.4429168999195099,0.6230815649032593,0.2335346480330615,0.5283895449870554,0.4483243941719394
S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,20,-2,UNCHANGED,0.4406288266181946,0.6743125125356026,0.2491414397443199,0.4526948872440919,0.45992055836078743
S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,1,0,UNCHANGED,0.48954805731773376,0.6540614160335908,0.3714136932595142,0.5161086916923523,0.5134117820557125
S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,33,-15,UNCHANGED,0.4069208800792694,0.5236562830787211,0.3057703971862793,0.47948411107063293,0.4276674943201268
S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,8,-4,DEMOTED,0.4601253867149353,0.6334829111983127,0.36555543541908264,0.4854836455275801,0.4967120677524742
S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,38,16,UNCHANGED,0.5469114780426025,0.5213533354612193,0.49811041355133057,0.7398633360862732,0.5557581668222746
S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,6,10,UNCHANGED,0.6070505380630493,0.627338171005249,0.48541855812072754,0.8282177448272705,0.6107462406158447
S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,10,14,UNCHANGED,0.5937093496322632,0.59195876121521,0.48541855812072754,0.8491975665092468,0.6007904410362244
S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,12,35,UNCHANGED,0.482970654964447,0.6219913138145992,0.4243047833442688,0.5669043064117432,0.5318993001458958
S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,22,-17,DEMOTED,0.5364928841590881,0.594200074672699,0.43045271272030916,0.5457990169525146,0.5190209183477063
S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,25,5,UNCHANGED,0.6417790651321411,0.6751582622528076,0.5552602476191816,0.629754900932312,0.6181183841352581
S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,19,-7,UNCHANGED,0.6042231917381287,0.6981652975082397,0.47776314483661325,0.6309378743171692,0.596558951801375
S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,23,25,UNCHANGED,0.5702548027038574,0.689141035079956,0.47786837816238403,0.6301145553588867,0.5928266763687134
S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,25,-2,UNCHANGED,0.5221955180168152,0.7102232402696157,0.38171991000890193,0.6225827111353106,0.5612938023384691
S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,7,-4,DEMOTED,0.5488320589065552,0.730976386724495,0.4121268339232703,0.5960245132446289,0.576446190908032
S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,50,-28,UNCHANGED,0.5237754583358765,0.6325381556198783,0.38144250997558293,0.6196316849965862,0.5295186032375017
S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,UNCHANGED,0.35100364685058594,0.42766720056533813,0.4887395203113556,0.4082168638706207,0.44820606112480166
S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,6,1,UNCHANGED,0.5022115111351013,0.5405846238136292,0.4490574598312378,0.5208989096223658,0.50003661538242
S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,UNCHANGED,0.6210789084434509,0.6898953318595886,0.4820237447037545,0.7670882205419672,0.6221852747337308
S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,7,1,UNCHANGED,0.593585193157196,0.6096923118646331,0.6095399856567383,0.6406512260437012,0.6158231642172889
S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,5,0,UNCHANGED,0.6157102584838867,0.6670568386946224,0.5653141736984253,0.7253618836402893,0.638020781685277
S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,4,-2,UNCHANGED,0.5244457125663757,0.48030489683151245,0.537433922290802,0.7205306721049948,0.5512016620699247
S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,7,4,UNCHANGED,0.6970088481903076,0.6840349843522897,0.7147377559386346,0.6140087612872578,0.6823108483738214
S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,10,-6,DEMOTED,0.7066170573234558,0.5834659089723772,0.6985956250784173,0.6631402969360352,0.6454526730075248
S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,1,2,UNCHANGED,0.7119752168655396,0.6941598471498398,0.7286581831370701,0.77127461262194,0.723382134639152
S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,19,-5,UNCHANGED,0.7453212141990662,0.5823901295661926,0.8214561939239502,0.679017186164856,0.6973419666290283
S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,18,0,UNCHANGED,0.7261838316917419,0.7076959435758557,0.7252283096313477,0.622293032544436,0.6976283077917685
S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,2,6,PROMOTED,0.7841389775276184,0.7465946372264192,0.7760475144414613,0.8265444040298462,0.7743657414731215
S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,4,1,UNCHANGED,0.6531623601913452,0.701748251914978,0.6490875482559204,0.7318066358566284,0.686695647239685
S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,26,-7,UNCHANGED,0.60422682762146,0.5730201005935669,0.6441377997398376,0.6688670318643469,0.6206365665062312
S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,8,-5,DEMOTED,0.5494986772537231,0.5528915854031793,0.5042877197265625,0.651038923921521,0.5530795068362009
S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,25,-4,UNCHANGED,0.489423006772995,0.3550700372540995,0.5363069496337741,0.8000997304916382,0.5165707408534772
S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,13,-9,DEMOTED,0.5578400492668152,0.4740830315499958,0.5555954906699354,0.815869152545929,0.5750452393971582
S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,2,2,UNCHANGED,0.5434472560882568,0.6727384729825541,0.4224901497364044,0.5159619450569153,0.5412838380989664
S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,34,6,UNCHANGED,0.30329322814941406,0.34368609450376597,0.2964913127715178,0.45807352412185215,0.347685667734484
S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,21,7,UNCHANGED,0.3380138576030731,0.4766015382530139,0.31420939053353014,0.41947149750420437,0.40021867101545855
S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,32,-10,UNCHANGED,0.5372671484947205,0.593363344669342,0.49264204414392043,0.5895781517028809,0.5523177858658812
S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,9,8,UNCHANGED,0.6142544746398926,0.5860538585250209,0.5349592608164859,0.7571209379578755,0.5998294353281779
S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,18,18,UNCHANGED,0.5712360143661499,0.5169572254368335,0.5543116395844984,0.6995999037980976,0.5684275267681523
S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,13,12,UNCHANGED,0.5234483480453491,0.5713696820360232,0.4918990428387548,0.7220929695423227,0.5697260838583758
S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,30,3,UNCHANGED,0.5125783085823059,0.5489799976348877,0.4847567370388947,0.5871401429176331,0.5309227224530396
S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,19,-16,DEMOTED,0.6123521327972412,0.5991326570510864,0.5097925066947937,0.5392140196816945,0.551412869434691
S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,19,7,UNCHANGED,0.4568561911582947,0.5863660923460777,0.42548102140426636,0.5211993766545878,0.5089787208310552
S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,10,-8,DEMOTED,0.47814619541168213,0.5980349183082581,0.3153653630832054,0.5246186256408691,0.47028383768475923
S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,4,8,PROMOTED,0.4582591652870178,0.6373793862688175,0.30421257665307244,0.5439483523368835,0.4854264556361327
S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,7,8,UNCHANGED,0.42474165558815,0.596702516078949,0.29085177183151245,0.42888819323637406,0.4407993538114594
S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,16,6,UNCHANGED,0.41263967752456665,0.5405337810516357,0.3227848410606384,0.394182407509232,0.4241639303467561
S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,27,-23,DEMOTED,0.5201765894889832,0.556809908963431,0.4340073764324188,0.5073438295535838,0.4977956800690567
S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,1,1,UNCHANGED,0.4894738793373108,0.5231162309646606,0.538769543170929,0.6120159990797043,0.5471575094701767
S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,4,-2,UNCHANGED,0.4483288526535034,0.4940450191497803,0.41295054036084056,0.5180836915969849,0.4664149621236453
S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,UNCHANGED,0.4091431200504303,0.44589704275131226,0.4152719974517822,0.5080501437187195,0.44607764482498174
S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,UNCHANGED,0.4773827791213989,0.5735629200935364,0.39892834424972534,0.5024523735046387,0.48948698043823247
S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,8,1,UNCHANGED,0.4276643693447113,0.47728708386421204,0.4005466401576996,0.4543377459049225,0.44200103878974917
S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,4,0,UNCHANGED,0.42706114053726196,0.5344289859789005,0.39858337632318597,0.4260767952249524,0.45842030396582517
