session_id,source_turn_id,add_variant,focus,user_task_overlap,direct_assistant_overlap,assistant_background_overlap,audit_method
S001,S001-Q013,A3,MIXED,0.18518518518518517,0.9876543209876543,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q014,Old,MIXED,0.20952380952380953,0.9333333333333333,0.9619047619047619,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q014,A1,MIXED,0.23076923076923078,0.9358974358974359,0.9871794871794872,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q014,A2,MIXED,0.27450980392156865,0.9705882352941176,0.9901960784313726,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q014,A3,MIXED,0.24242424242424243,0.9090909090909091,0.9797979797979798,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q015,Old,MIXED,0.24358974358974358,0.9615384615384616,0.9871794871794872,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q015,A1,MIXED,0.31343283582089554,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q015,A2,MIXED,0.3111111111111111,0.9888888888888889,0.9888888888888889,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q015,A3,MIXED,0.21649484536082475,0.9587628865979382,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q016,Old,MIXED,0.2413793103448276,0.9862068965517241,0.9724137931034482,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q016,A1,MIXED,0.2823529411764706,0.9764705882352941,0.9764705882352941,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q016,A2,MIXED,0.2823529411764706,1.0,0.9882352941176471,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q016,A3,MIXED,0.2391304347826087,0.9891304347826086,0.9891304347826086,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q017,Old,MIXED,0.22115384615384615,0.9134615384615384,0.9711538461538461,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q017,A1,MIXED,0.2523364485981308,0.9252336448598131,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q017,A2,MIXED,0.2441860465116279,0.9418604651162791,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q017,A3,MIXED,0.22115384615384615,0.9711538461538461,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q018,Old,MIXED,0.23577235772357724,0.967479674796748,0.991869918699187,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q018,A1,MIXED,0.2545454545454545,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q018,A2,MIXED,0.2727272727272727,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q018,A3,MIXED,0.20634920634920634,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q019,Old,MIXED,0.11627906976744186,0.9534883720930233,0.9767441860465116,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q019,A1,MIXED,0.20253164556962025,0.9620253164556962,0.9873417721518988,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q019,A2,MIXED,0.1643835616438356,1.0,0.958904109589041,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q019,A3,MIXED,0.12222222222222222,0.9222222222222223,0.9888888888888889,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q020,Old,MIXED,0.28688524590163933,0.9426229508196722,0.9918032786885246,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q020,A1,MIXED,0.3333333333333333,0.96875,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q020,A2,MIXED,0.27472527472527475,0.9560439560439561,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q020,A3,MIXED,0.24358974358974358,0.9743589743589743,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q021,Old,MIXED,0.1952662721893491,0.9585798816568047,0.9822485207100592,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q021,A1,MIXED,0.26595744680851063,0.9468085106382979,0.9893617021276596,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q021,A2,MIXED,0.35555555555555557,0.9888888888888889,0.9888888888888889,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q021,A3,MIXED,0.19753086419753085,0.9506172839506173,0.9876543209876543,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q022,Old,MIXED,0.2980769230769231,0.9519230769230769,0.9615384615384616,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q022,A1,MIXED,0.22058823529411764,0.9411764705882353,0.9852941176470589,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q022,A2,MIXED,0.2112676056338028,0.9859154929577465,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q022,A3,MIXED,0.28865979381443296,0.9896907216494846,0.979381443298969,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q023,Old,MIXED,0.24242424242424243,0.9393939393939394,0.9848484848484849,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q023,A1,MIXED,0.3875,0.9375,0.9875,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q023,A2,MIXED,0.32222222222222224,0.9888888888888889,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q023,A3,MIXED,0.3424657534246575,0.9315068493150684,0.9863013698630136,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q024,Old,MIXED,0.20168067226890757,0.9327731092436975,0.9831932773109243,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q024,A1,MIXED,0.24390243902439024,0.975609756097561,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q024,A2,MIXED,0.25773195876288657,0.9072164948453608,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q024,A3,MIXED,0.24096385542168675,0.963855421686747,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q025,Old,MIXED,0.22807017543859648,0.9298245614035088,0.9736842105263158,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q025,A1,MIXED,0.32432432432432434,0.972972972972973,0.972972972972973,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q025,A2,MIXED,0.2926829268292683,0.9878048780487805,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q025,A3,MIXED,0.24,0.95,0.99,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q026,Old,MIXED,0.3300970873786408,0.9514563106796117,0.9805825242718447,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q026,A1,MIXED,0.2978723404255319,0.9042553191489362,0.9893617021276596,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q026,A2,MIXED,0.38636363636363635,0.9318181818181818,0.9772727272727273,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q026,A3,MIXED,0.49295774647887325,0.9436619718309859,0.9859154929577465,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q027,Old,MIXED,0.2857142857142857,0.9285714285714286,0.9805194805194806,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q027,A1,MIXED,0.41935483870967744,0.9247311827956989,0.978494623655914,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q027,A2,MIXED,0.425531914893617,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q027,A3,MIXED,0.36607142857142855,0.9196428571428571,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q028,Old,MIXED,0.1893939393939394,0.9545454545454546,0.9621212121212122,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q028,A1,MIXED,0.16091954022988506,0.9655172413793104,0.9885057471264368,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q028,A2,MIXED,0.26136363636363635,0.9886363636363636,0.9659090909090909,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q028,A3,MIXED,0.14084507042253522,0.971830985915493,0.9859154929577465,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q029,Old,MIXED,0.23728813559322035,0.940677966101695,0.9830508474576272,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q029,A1,MIXED,0.2818181818181818,0.9363636363636364,0.990909090909091,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q029,A2,MIXED,0.26136363636363635,0.9772727272727273,0.9886363636363636,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q029,A3,MIXED,0.2692307692307692,0.9487179487179487,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q030,Old,MIXED,0.2627118644067797,0.940677966101695,0.9830508474576272,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q030,A1,MIXED,0.34444444444444444,0.9666666666666667,0.9888888888888889,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q030,A2,MIXED,0.3968253968253968,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q030,A3,MIXED,0.1891891891891892,0.9054054054054054,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q031,Old,MIXED,0.22123893805309736,0.911504424778761,0.9557522123893806,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q031,A1,MIXED,0.2727272727272727,0.9318181818181818,0.9772727272727273,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q031,A2,MIXED,0.25287356321839083,0.9195402298850575,0.9770114942528736,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q031,A3,MIXED,0.27586206896551724,0.9425287356321839,0.9885057471264368,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q032,Old,MIXED,0.2875,0.9625,0.975,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q032,A1,MIXED,0.3225806451612903,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q032,A2,MIXED,0.18461538461538463,0.9846153846153847,0.9846153846153847,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q032,A3,MIXED,0.2702702702702703,0.972972972972973,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q033,Old,MIXED,0.3548387096774194,0.946236559139785,0.989247311827957,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q033,A1,MIXED,0.3516483516483517,0.967032967032967,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q033,A2,MIXED,0.3373493975903614,0.9879518072289156,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q033,A3,MIXED,0.35526315789473684,0.9736842105263158,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q034,Old,MIXED,0.27722772277227725,0.9405940594059405,0.9702970297029703,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q034,A1,MIXED,0.4426229508196721,0.9836065573770492,0.9672131147540983,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q034,A2,MIXED,0.36585365853658536,0.9878048780487805,0.9878048780487805,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q034,A3,MIXED,0.3229166666666667,0.9791666666666666,0.9791666666666666,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q035,Old,MIXED,0.23076923076923078,0.9615384615384616,0.9923076923076923,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q035,A1,MIXED,0.24,0.96,0.99,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q035,A2,MIXED,0.2696629213483146,0.9887640449438202,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q035,A3,MIXED,0.2558139534883721,0.9883720930232558,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q036,Old,MIXED,0.3125,0.9732142857142857,0.9821428571428571,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q036,A1,MIXED,0.4074074074074074,0.9876543209876543,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q036,A2,MIXED,0.2682926829268293,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q036,A3,MIXED,0.34408602150537637,0.956989247311828,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q037,Old,MIXED,0.23076923076923078,0.9560439560439561,0.967032967032967,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q037,A1,MIXED,0.17857142857142858,0.9285714285714286,0.9880952380952381,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q037,A2,MIXED,0.15053763440860216,0.956989247311828,0.989247311827957,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q037,A3,MIXED,0.11392405063291139,0.9367088607594937,0.9746835443037974,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q038,Old,MIXED,0.2064516129032258,0.9290322580645162,0.9806451612903225,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q038,A1,MIXED,0.2871287128712871,0.9603960396039604,0.9900990099009901,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q038,A2,MIXED,0.2875,0.975,0.9875,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q038,A3,MIXED,0.3048780487804878,0.9878048780487805,0.9878048780487805,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q039,Old,MIXED,0.22602739726027396,0.9246575342465754,0.9863013698630136,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q039,A1,MIXED,0.34615384615384615,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q039,A2,MIXED,0.2465753424657534,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q039,A3,MIXED,0.29310344827586204,0.9310344827586207,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q040,Old,MIXED,0.29411764705882354,0.9632352941176471,0.9779411764705882,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q040,A1,MIXED,0.37362637362637363,0.978021978021978,0.989010989010989,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q040,A2,MIXED,0.34108527131782945,0.9612403100775194,0.9844961240310077,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q040,A3,MIXED,0.2967032967032967,0.967032967032967,0.978021978021978,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q041,Old,MIXED,0.2153846153846154,0.9923076923076923,0.9769230769230769,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q041,A1,MIXED,0.4827586206896552,1.0,0.9827586206896551,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q041,A2,MIXED,0.39473684210526316,0.9868421052631579,0.9868421052631579,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q041,A3,MIXED,0.29473684210526313,0.9368421052631579,0.9894736842105263,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q042,Old,MIXED,0.22085889570552147,0.9815950920245399,0.9877300613496932,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q042,A1,MIXED,0.40229885057471265,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q042,A2,MIXED,0.35714285714285715,0.9897959183673469,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q042,A3,MIXED,0.25263157894736843,0.9789473684210527,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q043,Old,MIXED,0.16489361702127658,0.9148936170212766,0.9574468085106383,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q043,A1,MIXED,0.43103448275862066,0.9827586206896551,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q043,A2,MIXED,0.2558139534883721,0.9767441860465116,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q043,A3,MIXED,0.29850746268656714,0.9402985074626866,0.9850746268656716,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q044,Old,MIXED,0.20535714285714285,0.9732142857142857,0.9821428571428571,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q044,A1,MIXED,0.35714285714285715,0.9285714285714286,0.9857142857142858,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q044,A2,MIXED,0.27,0.93,0.99,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q044,A3,MIXED,0.23232323232323232,0.9292929292929293,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q045,Old,MIXED,0.20689655172413793,0.9241379310344827,0.9862068965517241,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q045,A1,MIXED,0.38666666666666666,0.9733333333333334,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q045,A2,MIXED,0.21518987341772153,0.9873417721518988,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q045,A3,MIXED,0.27956989247311825,0.946236559139785,0.989247311827957,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q046,Old,MIXED,0.14814814814814814,0.9567901234567902,0.9814814814814815,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q046,A1,MIXED,0.32786885245901637,0.9836065573770492,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q046,A2,MIXED,0.3291139240506329,0.9620253164556962,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q046,A3,MIXED,0.1791044776119403,0.9850746268656716,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q047,Old,MIXED,0.2689075630252101,0.9663865546218487,0.9915966386554622,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q047,A1,MIXED,0.3627450980392157,0.9803921568627451,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q047,A2,MIXED,0.3,0.925,0.9875,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S001,S001-Q047,A3,MIXED,0.25225225225225223,0.918918918918919,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S002,S002-Q001,Old,MIXED,0.23636363636363636,0.9545454545454546,0.9727272727272728,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S002,S002-Q001,A1,MIXED,0.23809523809523808,0.9761904761904762,0.9880952380952381,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S002,S002-Q001,A2,MIXED,0.24489795918367346,0.9795918367346939,0.9795918367346939,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S002,S002-Q001,A3,MIXED,0.26666666666666666,0.9777777777777777,0.9888888888888889,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S002,S002-Q002,Old,MIXED,0.18543046357615894,0.9470198675496688,0.9602649006622517,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S002,S002-Q002,A1,MIXED,0.2948717948717949,0.9871794871794872,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S002,S002-Q002,A2,MIXED,0.25688073394495414,1.0,1.0,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
S002,S002-Q002,A3,MIXED,0.22641509433962265,0.9339622641509434,0.9905660377358491,"summary token coverage against User, Assistant direct-answer window, and Assistant background"
