session_id,session_code,query_id,gold_page_id,baseline_dense_rank,baseline_hit5,D0_rank,D0_hit5,D0_movement,D1_rank,D1_hit5,D1_movement,D2_rank,D2_hit5,D2_movement
S002_贵州茅台_内审,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,1,True,3,True,PRESERVED_HIT,4,True,PRESERVED_HIT,3,True,PRESERVED_HIT
S002_贵州茅台_内审,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,9,False,10,False,STILL_MISS,16,False,STILL_MISS,10,False,STILL_MISS
S002_贵州茅台_内审,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,37,False,29,False,STILL_MISS,29,False,STILL_MISS,29,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,1,True,2,True,PRESERVED_HIT,2,True,PRESERVED_HIT,2,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,3,True,3,True,PRESERVED_HIT,5,True,PRESERVED_HIT,3,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,2,True,4,True,PRESERVED_HIT,6,False,DEMOTED_OUT_OF_TOP5,4,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,7,False,1,True,PROMOTED_INTO_TOP5,1,True,PROMOTED_INTO_TOP5,1,True,PROMOTED_INTO_TOP5
S003_比亚迪_风委,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,2,True,2,True,PRESERVED_HIT,2,True,PRESERVED_HIT,2,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,1,True,1,True,PRESERVED_HIT,1,True,PRESERVED_HIT,1,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,14,False,16,False,STILL_MISS,14,False,STILL_MISS,16,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,1,True,7,False,DEMOTED_OUT_OF_TOP5,8,False,DEMOTED_OUT_OF_TOP5,7,False,DEMOTED_OUT_OF_TOP5
S003_比亚迪_风委,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,3,True,5,True,PRESERVED_HIT,5,True,PRESERVED_HIT,5,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,21,False,12,False,STILL_MISS,12,False,STILL_MISS,12,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,6,False,9,False,STILL_MISS,13,False,STILL_MISS,9,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,2,True,4,True,PRESERVED_HIT,3,True,PRESERVED_HIT,4,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,19,False,15,False,STILL_MISS,11,False,STILL_MISS,15,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,17,False,21,False,STILL_MISS,21,False,STILL_MISS,21,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,11,False,18,False,STILL_MISS,19,False,STILL_MISS,18,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,4,True,4,True,PRESERVED_HIT,4,True,PRESERVED_HIT,4,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,29,False,11,False,STILL_MISS,8,False,STILL_MISS,11,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,12,False,23,False,STILL_MISS,23,False,STILL_MISS,23,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,37,False,26,False,STILL_MISS,26,False,STILL_MISS,26,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,22,False,8,False,STILL_MISS,6,False,STILL_MISS,8,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,25,False,38,False,STILL_MISS,38,False,STILL_MISS,38,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,16,False,4,True,PROMOTED_INTO_TOP5,6,False,STILL_MISS,4,True,PROMOTED_INTO_TOP5
S003_比亚迪_风委,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,36,False,26,False,STILL_MISS,26,False,STILL_MISS,26,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,50,False,40,False,STILL_MISS,40,False,STILL_MISS,40,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,8,False,8,False,STILL_MISS,9,False,STILL_MISS,8,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,25,False,14,False,STILL_MISS,17,False,STILL_MISS,14,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,14,False,16,False,STILL_MISS,17,False,STILL_MISS,16,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,31,False,8,False,STILL_MISS,10,False,STILL_MISS,8,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,33,False,14,False,STILL_MISS,12,False,STILL_MISS,14,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,6,False,11,False,STILL_MISS,11,False,STILL_MISS,11,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,39,False,48,False,STILL_MISS,48,False,STILL_MISS,48,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,6,False,3,True,PROMOTED_INTO_TOP5,5,True,PROMOTED_INTO_TOP5,3,True,PROMOTED_INTO_TOP5
S003_比亚迪_风委,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,7,False,11,False,STILL_MISS,13,False,STILL_MISS,11,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,67,False,70,False,STILL_MISS,70,False,STILL_MISS,70,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,26,False,32,False,STILL_MISS,32,False,STILL_MISS,32,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,8,False,20,False,STILL_MISS,20,False,STILL_MISS,20,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,70,False,44,False,STILL_MISS,44,False,STILL_MISS,44,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,68,False,70,False,STILL_MISS,70,False,STILL_MISS,70,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,75,False,52,False,STILL_MISS,52,False,STILL_MISS,52,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,22,False,23,False,STILL_MISS,23,False,STILL_MISS,23,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,27,False,30,False,STILL_MISS,30,False,STILL_MISS,30,False,STILL_MISS
S003_比亚迪_风委,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,4,True,3,True,PRESERVED_HIT,10,False,DEMOTED_OUT_OF_TOP5,3,True,PRESERVED_HIT
S003_比亚迪_风委,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,8,False,10,False,STILL_MISS,18,False,STILL_MISS,10,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,2,True,3,True,PRESERVED_HIT,3,True,PRESERVED_HIT,3,True,PRESERVED_HIT
S004_比亚迪_IR,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,6,False,5,True,PROMOTED_INTO_TOP5,5,True,PROMOTED_INTO_TOP5,5,True,PROMOTED_INTO_TOP5
S004_比亚迪_IR,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,1,True,1,True,PRESERVED_HIT,2,True,PRESERVED_HIT,1,True,PRESERVED_HIT
S004_比亚迪_IR,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,8,False,5,True,PROMOTED_INTO_TOP5,6,False,STILL_MISS,5,True,PROMOTED_INTO_TOP5
S004_比亚迪_IR,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,2,True,4,True,PRESERVED_HIT,2,True,PRESERVED_HIT,4,True,PRESERVED_HIT
S004_比亚迪_IR,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,2,True,3,True,PRESERVED_HIT,2,True,PRESERVED_HIT,3,True,PRESERVED_HIT
S004_比亚迪_IR,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,11,False,8,False,STILL_MISS,4,True,PROMOTED_INTO_TOP5,8,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,9,False,8,False,STILL_MISS,7,False,STILL_MISS,8,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,5,True,5,True,PRESERVED_HIT,8,False,DEMOTED_OUT_OF_TOP5,5,True,PRESERVED_HIT
S004_比亚迪_IR,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,22,False,22,False,STILL_MISS,22,False,STILL_MISS,22,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,15,False,10,False,STILL_MISS,11,False,STILL_MISS,10,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,19,False,14,False,STILL_MISS,11,False,STILL_MISS,14,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,2,True,5,True,PRESERVED_HIT,6,False,DEMOTED_OUT_OF_TOP5,5,True,PRESERVED_HIT
S004_比亚迪_IR,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,18,False,13,False,STILL_MISS,10,False,STILL_MISS,13,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,6,False,12,False,STILL_MISS,11,False,STILL_MISS,12,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,6,False,8,False,STILL_MISS,10,False,STILL_MISS,8,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,21,False,22,False,STILL_MISS,22,False,STILL_MISS,22,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,8,False,16,False,STILL_MISS,19,False,STILL_MISS,16,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,40,False,29,False,STILL_MISS,29,False,STILL_MISS,29,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,14,False,6,False,STILL_MISS,6,False,STILL_MISS,6,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,25,False,5,True,PROMOTED_INTO_TOP5,10,False,STILL_MISS,5,True,PROMOTED_INTO_TOP5
S004_比亚迪_IR,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,17,False,6,False,STILL_MISS,6,False,STILL_MISS,6,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,38,False,29,False,STILL_MISS,29,False,STILL_MISS,29,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,49,False,41,False,STILL_MISS,41,False,STILL_MISS,41,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,38,False,25,False,STILL_MISS,25,False,STILL_MISS,25,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,41,False,23,False,STILL_MISS,23,False,STILL_MISS,23,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,2,True,18,False,DEMOTED_OUT_OF_TOP5,19,False,DEMOTED_OUT_OF_TOP5,18,False,DEMOTED_OUT_OF_TOP5
S004_比亚迪_IR,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,20,False,1,True,PROMOTED_INTO_TOP5,3,True,PROMOTED_INTO_TOP5,1,True,PROMOTED_INTO_TOP5
S004_比亚迪_IR,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,6,False,15,False,STILL_MISS,16,False,STILL_MISS,15,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,12,False,9,False,STILL_MISS,12,False,STILL_MISS,9,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,42,False,44,False,STILL_MISS,44,False,STILL_MISS,44,False,STILL_MISS
S004_比亚迪_IR,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,32,False,36,False,STILL_MISS,36,False,STILL_MISS,36,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,2,True,2,True,PRESERVED_HIT,2,True,PRESERVED_HIT,2,True,PRESERVED_HIT
S005_宁德时代_合规,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,7,False,5,True,PROMOTED_INTO_TOP5,5,True,PROMOTED_INTO_TOP5,5,True,PROMOTED_INTO_TOP5
S005_宁德时代_合规,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,2,True,6,False,DEMOTED_OUT_OF_TOP5,7,False,DEMOTED_OUT_OF_TOP5,6,False,DEMOTED_OUT_OF_TOP5
S005_宁德时代_合规,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,9,False,3,True,PROMOTED_INTO_TOP5,3,True,PROMOTED_INTO_TOP5,3,True,PROMOTED_INTO_TOP5
S005_宁德时代_合规,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,1,True,2,True,PRESERVED_HIT,4,True,PRESERVED_HIT,2,True,PRESERVED_HIT
S005_宁德时代_合规,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,3,True,3,True,PRESERVED_HIT,2,True,PRESERVED_HIT,3,True,PRESERVED_HIT
S005_宁德时代_合规,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,11,False,8,False,STILL_MISS,7,False,STILL_MISS,8,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,1,True,12,False,DEMOTED_OUT_OF_TOP5,15,False,DEMOTED_OUT_OF_TOP5,12,False,DEMOTED_OUT_OF_TOP5
S005_宁德时代_合规,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,16,False,16,False,STILL_MISS,12,False,STILL_MISS,16,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,3,True,15,False,DEMOTED_OUT_OF_TOP5,15,False,DEMOTED_OUT_OF_TOP5,15,False,DEMOTED_OUT_OF_TOP5
S005_宁德时代_合规,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,11,False,13,False,STILL_MISS,11,False,STILL_MISS,13,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,19,False,22,False,STILL_MISS,22,False,STILL_MISS,22,False,STILL_MISS
S005_宁德时代_合规,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,7,False,1,True,PROMOTED_INTO_TOP5,1,True,PROMOTED_INTO_TOP5,1,True,PROMOTED_INTO_TOP5
