session_id,query_id,gold_page_id,baseline_rank,baseline_score,P0_rank,P0_score,P0_promoted,P0_demoted,P0_rank_movement,P1_rank,P1_score,P1_promoted,P1_demoted,P1_rank_movement,P2_rank,P2_score,P2_promoted,P2_demoted,P2_rank_movement,P3_rank,P3_score,P3_promoted,P3_demoted,P3_rank_movement
S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,17,0.453130841255188,17,0.4531307816505432,False,False,0,13,0.6057858467102051,False,False,4,12,0.6159033179283142,False,False,5,7,0.5901118516921997,False,False,10
S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,38,0.4072052836418152,38,0.4072052240371704,False,False,0,39,0.5532425045967102,False,False,-1,38,0.5637668371200562,False,False,0,30,0.5501688718795776,False,False,8
S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,49,0.3857173025608063,49,0.3857173025608063,False,False,0,49,0.44622698426246643,False,False,0,49,0.46873435378074646,False,False,0,48,0.4684996008872986,False,False,1
S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,38,0.40836551785469055,38,0.40836548805236816,False,False,0,42,0.4657379984855652,False,False,-4,43,0.48429518938064575,False,False,-5,43,0.4848504364490509,False,False,-5
S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,41,0.38185083866119385,41,0.38185086846351624,False,False,0,39,0.5155000686645508,False,False,2,39,0.5155000686645508,False,False,2,40,0.5339653491973877,False,False,1
S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,2,0.5229606628417969,2,0.5229606032371521,False,False,0,2,0.5229606032371521,False,False,0,2,0.5229606032371521,False,False,0,18,0.5324908494949341,False,True,-16
S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,20,0.42018499970436096,20,0.4201849699020386,False,False,0,22,0.5458276867866516,False,False,-2,20,0.4201849699020386,False,False,0,26,0.515210747718811,False,False,-6
S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,6,0.44664400815963745,6,0.44664403796195984,False,False,0,2,0.5935304760932922,True,False,4,6,0.44664403796195984,False,False,0,2,0.6049116849899292,True,False,4
S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,12,0.3909291625022888,12,0.3909291923046112,False,False,0,12,0.3909291923046112,False,False,0,12,0.3909291923046112,False,False,0,34,0.4954077899456024,False,False,-22
S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,42,0.3365212082862854,42,0.33652129769325256,False,False,0,42,0.33652129769325256,False,False,0,42,0.33652129769325256,False,False,0,26,0.5047020316123962,False,False,16
S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,32,0.4317394196987152,32,0.43173936009407043,False,False,0,40,0.45605194568634033,False,False,-8,32,0.43173936009407043,False,False,0,27,0.5238284468650818,False,False,5
S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,2,0.4711211323738098,2,0.4711209535598755,False,False,0,3,0.5029377937316895,False,False,-1,2,0.4711209535598755,False,False,0,3,0.4955708384513855,False,False,-1
S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,7,0.4023248851299286,7,0.4023247957229614,False,False,0,7,0.5205758213996887,False,False,0,7,0.4023247957229614,False,False,0,7,0.4902169704437256,False,False,0
S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,2,0.45313093066215515,2,0.4531308710575104,False,False,0,1,0.6022893786430359,False,False,1,2,0.4531308710575104,False,False,0,1,0.5773544311523438,False,False,1
S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,9,0.4182943105697632,9,0.41829434037208557,False,False,0,9,0.6282757520675659,False,False,0,9,0.41829434037208557,False,False,0,9,0.5020391345024109,False,False,0
S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,1,0.5017252564430237,1,0.5017253160476685,False,False,0,1,0.7025938034057617,False,False,0,1,0.5017253160476685,False,False,0,1,0.6289072036743164,False,False,0
S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,3,0.45949772000312805,3,0.4594978094100952,False,False,0,2,0.47537195682525635,False,False,1,3,0.4594978094100952,False,False,0,1,0.6352100372314453,False,False,2
S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,11,0.5081461668014526,11,0.5081462264060974,False,False,0,11,0.5081462264060974,False,False,0,11,0.5081462264060974,False,False,0,11,0.5081462264060974,False,False,0
S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,1,0.6334474086761475,1,0.6334472894668579,False,False,0,1,0.6364089846611023,False,False,0,1,0.6334472894668579,False,False,0,1,0.6334472894668579,False,False,0
S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,16,0.5099824070930481,16,0.5099823474884033,False,False,0,16,0.5193846821784973,False,False,0,16,0.5099823474884033,False,False,0,16,0.5099823474884033,False,False,0
S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,3,0.5428827404975891,3,0.5428826808929443,False,False,0,2,0.6478877067565918,False,False,1,4,0.6175693273544312,False,False,-1,3,0.619945764541626,False,False,0
S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,11,0.531827986240387,11,0.5318279266357422,False,False,0,16,0.6029970645904541,False,False,-5,17,0.5549681186676025,False,False,-6,18,0.5447019338607788,False,False,-7
S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,19,0.35931506752967834,19,0.35931503772735596,False,False,0,5,0.593075692653656,True,False,14,7,0.5747470259666443,False,False,12,7,0.569336473941803,False,False,12
S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,7,0.5736443400382996,6,0.5896957516670227,False,False,1,6,0.5896957516670227,False,False,1,6,0.5896957516670227,False,False,1,6,0.5896957516670227,False,False,1
S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,2,0.6042726635932922,2,0.6193385124206543,False,False,0,2,0.6193385124206543,False,False,0,2,0.6193385124206543,False,False,0,2,0.6193385124206543,False,False,0
S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,27,0.4777073264122009,27,0.4777074158191681,False,False,0,28,0.6091369390487671,False,False,-1,18,0.5682905912399292,False,False,9,17,0.6144523620605469,False,False,10
S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,32,0.3987697660923004,32,0.3987696170806885,False,False,0,33,0.46751561760902405,False,False,-1,32,0.3987696170806885,False,False,0,31,0.4033622443675995,False,False,1
S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,1,0.542832612991333,1,0.5428324937820435,False,False,0,6,0.6087990999221802,False,True,-5,1,0.5428324937820435,False,False,0,1,0.5627856254577637,False,False,0
S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,3,0.549081563949585,3,0.549081563949585,False,False,0,4,0.6265477538108826,False,False,-1,3,0.6224579811096191,False,False,0,3,0.6276584267616272,False,False,0
S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,25,0.5383332371711731,25,0.5383333563804626,False,False,0,25,0.5383333563804626,False,False,0,27,0.5472586154937744,False,False,-2,27,0.5472586154937744,False,False,-2
S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,18,0.5522897243499756,18,0.5522896647453308,False,False,0,18,0.5522896647453308,False,False,0,16,0.5634528398513794,False,False,2,16,0.5634528398513794,False,False,2
S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,3,0.5986030697822571,3,0.5986030101776123,False,False,0,1,0.7254362106323242,False,False,2,3,0.5986030101776123,False,False,0,6,0.6276074647903442,False,True,-3
S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,5,0.5705035924911499,5,0.5705037713050842,False,False,0,9,0.6087929010391235,False,True,-4,5,0.5705037713050842,False,False,0,8,0.618039608001709,False,True,-3
S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,29,0.5134084820747375,29,0.5134086012840271,False,False,0,28,0.5635297894477844,False,False,1,29,0.5134086012840271,False,False,0,27,0.5689147710800171,False,False,2
S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,14,0.49585023522377014,14,0.49585020542144775,False,False,0,14,0.49585020542144775,False,False,0,14,0.49585020542144775,False,False,0,13,0.5949583053588867,False,False,1
S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,3,0.5418193340301514,3,0.5418193936347961,False,False,0,3,0.5418193936347961,False,False,0,3,0.5418193936347961,False,False,0,4,0.6208634376525879,False,False,-1
S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,38,0.46856755018234253,38,0.4685676693916321,False,False,0,38,0.4685676693916321,False,False,0,38,0.4685676693916321,False,False,0,38,0.4685676693916321,False,False,0
